COUNTRY_SHORT_NAME,COUNTRY_ALPHA_3_CODE,COUNTRY_ALPHA_2_CODE,PROVINCE_STATE_NAME,COUNTY_NAME,COUNTY_FIPS_NUMBER,GEO_LATITUDE,GEO_LONGITUDE,GEO_REGION_POPULATION_COUNT,DATA_SOURCE_NAME
United States,USA,US,Missouri,St. Louis,29189,38.6443,-90.5089,994205,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,St. Louis city,29510,38.6529,-90.241,300576,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Ste. Genevieve,29186,37.8995,-90.1973,17894,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Stoddard,29207,36.8776,-89.9732,29025,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Stone,29209,36.7415,-93.4417,31952,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Sullivan,29211,40.2195,-93.1111,6089,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Taney,29213,36.6632,-93.0397,55928,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Texas,29215,37.3295,-91.9496,25398,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Vernon,29217,37.8515,-94.3425,20563,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Warren,29219,38.7692,-91.1898,35649,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Washington,29221,37.9701,-90.868,24730,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Wayne,29223,37.1184,-90.5006,12873,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Webster,29225,37.2756,-92.8844,39592,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Worth,29227,40.4778,-94.4318,2013,Census Bureau - 2019 Estimate
United States,USA,US,Missouri,Wright,29229,37.2725,-92.4725,18289,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Beaverhead,30001,45.1549,-113.0231,9453,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Big Horn,30003,45.5509,-107.3996,13319,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Blaine,30005,48.3646,-108.9651,6681,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Broadwater,30007,46.3095,-111.4521,6237,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Carbon,30009,45.3168,-109.1433,10725,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Carter,30011,45.5708,-104.5117,1252,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Cascade,30013,47.266,-111.4165,81366,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Chouteau,30015,47.8648,-110.474,5635,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Custer,30017,46.3205,-105.5301,11402,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Daniels,30019,48.7726,-105.5298,1690,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Dawson,30021,47.3283,-104.9234,8613,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Deer Lodge,30023,46.0131,-113.0994,9140,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Fallon,30025,46.2947,-104.4655,2846,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Fergus,30027,47.2602,-109.3598,11050,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Flathead,30029,48.303,-114.0979,103806,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Gallatin,30031,45.3376,-111.2056,114434,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Garfield,30033,47.4172,-107.1049,1258,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Glacier,30035,48.6561,-112.9653,13753,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Golden Valley,30037,46.4005,-109.1318,821,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Granite,30039,46.3869,-113.4202,3379,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Hill,30041,48.5696,-110.1276,16484,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Jefferson,30043,46.1606,-112.1499,12221,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Judith Basin,30045,47.0311,-110.2006,2007,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Lake,30047,47.597,-114.1349,30458,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Lewis and Clark,30049,47.1899,-112.5344,69432,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Liberty,30051,48.5739,-111.0115,2337,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Lincoln,30053,48.4634,-115.4496,19980,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Madison,30057,45.2788,-111.9151,8600,Census Bureau - 2019 Estimate
United States,USA,US,Montana,McCone,30055,47.5977,-105.8121,1664,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Meagher,30059,46.6376,-110.8206,1862,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Mineral,30061,47.0981,-114.8631,4397,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Missoula,30063,47.1072,-113.9449,119600,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Musselshell,30065,46.4464,-108.3212,4633,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Park,30067,45.597,-110.5064,16606,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Petroleum,30069,47.175,-108.3333,487,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Phillips,30071,48.229,-107.8905,3954,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Pondera,30073,48.2343,-112.4465,5911,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Powder River,30075,45.3947,-105.6109,1682,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Powell,30077,46.9379,-113.0493,6890,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Prairie,30079,46.8682,-105.5572,1077,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Ravalli,30081,46.0635,-114.1304,43806,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Richland,30083,47.7521,-104.6391,10803,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Roosevelt,30085,48.2809,-104.9255,11004,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Rosebud,30087,46.0242,-106.5653,8937,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Sanders,30089,47.6957,-115.1536,12113,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Sheridan,30091,48.6974,-104.5431,3309,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Silver Bow,30093,45.9061,-112.6901,34915,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Stillwater,30095,45.6523,-109.213,9642,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Sweet Grass,30097,45.701,-109.8912,3737,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Teton,30099,47.8179,-112.1627,6147,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Toole,30101,48.6175,-111.7313,4736,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Treasure,30103,46.1715,-107.2369,696,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Valley,30105,48.3347,-106.5325,7396,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Wheatland,30107,46.4874,-109.8421,2126,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Wibaux,30109,47.0207,-104.1863,969,Census Bureau - 2019 Estimate
United States,USA,US,Montana,Yellowstone,30111,45.9727,-108.3601,161300,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Adams,31001,40.5222,-98.5011,31363,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Antelope,31003,42.1782,-98.0677,6298,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Arthur,31005,41.5697,-101.6961,463,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Banner,31007,41.5476,-103.71,745,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Blaine,31009,41.913,-99.9765,465,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Boone,31011,41.6949,-98.0609,5192,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Box Butte,31013,42.2162,-103.094,10783,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Boyd,31015,42.8802,-98.6249,1919,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Brown,31017,42.4671,-99.9296,2955,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Buffalo,31019,40.8486,-99.074,49659,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Burt,31021,41.8649,-96.3464,6459,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Butler,31023,41.2578,-97.1385,8016,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Cass,31025,40.9287,-96.1512,26248,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Cedar,31027,42.609,-97.2505,8402,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Chase,31029,40.5299,-101.698,3924,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Cherry,31031,42.5459,-101.125,5689,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Cheyenne,31033,41.2207,-102.9933,8910,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Clay,31035,40.5251,-98.0513,6203,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Colfax,31037,41.5601,-97.0793,10709,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Cuming,31039,41.9158,-96.7875,8846,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Custer,31041,41.3952,-99.7319,10777,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Dakota,31043,42.4022,-96.5708,20026,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Dawes,31045,42.7214,-103.1269,8589,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Dawson,31047,40.8658,-99.8251,23595,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Deuel,31049,41.1098,-102.3332,1794,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Dixon,31051,42.5131,-96.8689,5636,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Dodge,31053,41.5688,-96.6751,36565,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Douglas,31055,41.2919,-96.1502,571327,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Dundy,31057,40.1776,-101.6884,1693,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Fillmore,31059,40.5318,-97.5965,5462,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Franklin,31061,40.18,-98.9526,2979,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Frontier,31063,40.532,-100.3823,2627,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Furnas,31065,40.193,-99.9124,4676,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Gage,31067,40.2659,-96.69,21513,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Garden,31069,41.6187,-102.311,1837,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Garfield,31071,41.9211,-98.9916,1969,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Gosper,31073,40.5285,-99.8127,1990,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Grant,31075,41.9195,-101.7466,623,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Greeley,31077,41.5734,-98.5213,2356,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Hall,31079,40.8731,-98.5022,61353,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Hamilton,31081,40.9375,-98.0167,9324,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Harlan,31083,40.18,-99.4045,3380,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Hayes,31085,40.5333,-101.0637,922,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Hitchcock,31087,40.179,-101.0431,2762,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Holt,31089,42.4933,-98.7752,10067,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Hooker,31091,41.9192,-101.1349,682,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Howard,31093,41.2222,-98.5172,6445,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Jefferson,31095,40.1832,-97.1427,7046,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Johnson,31097,40.4,-96.265,5071,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Kearney,31099,40.5292,-98.9518,6495,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Keith,31101,41.1991,-101.6629,8034,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Keya Paha,31103,42.8582,-99.7277,806,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Kimball,31105,41.1986,-103.7148,3632,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Knox,31107,42.662,-97.8954,8332,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Lancaster,31109,40.7872,-96.6872,319090,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Lincoln,31111,41.047,-100.7442,34914,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Logan,31113,41.5947,-100.4834,748,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Loup,31115,41.913,-99.4544,664,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Madison,31119,41.922,-97.6008,35099,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,McPherson,31117,41.5713,-101.0604,494,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Merrick,31121,41.1371,-98.0739,7755,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Morrill,31123,41.7195,-103.0045,4642,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Nance,31125,41.3988,-97.9976,3519,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Nemaha,31127,40.4105,-95.863,6972,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Nuckolls,31129,40.1769,-98.0472,4148,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Otoe,31131,40.6542,-96.1234,16012,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Pawnee,31133,40.1345,-96.237,2613,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Perkins,31135,40.8495,-101.6496,2891,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Phelps,31137,40.5215,-99.4118,9034,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Pierce,31139,42.2696,-97.6014,7148,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Platte,31141,41.5439,-97.5414,33470,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Polk,31143,41.222,-97.5724,5213,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Red Willow,31145,40.1821,-100.4778,10724,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Richardson,31147,40.1309,-95.7153,7865,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Rock,31149,42.4494,-99.4604,1357,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Saline,31151,40.5313,-97.1406,14224,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Sarpy,31153,41.0929,-96.1005,187196,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Saunders,31155,41.2345,-96.6371,21578,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Scotts Bluff,31157,41.8509,-103.7073,35618,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Seward,31159,40.8792,-97.1394,17284,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Sheridan,31161,42.5043,-102.4198,5246,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Sherman,31163,41.2257,-98.9762,3001,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Sioux,31165,42.5049,-103.7667,1166,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Stanton,31167,41.9215,-97.194,5920,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Thayer,31169,40.1835,-97.5949,5003,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Thomas,31171,41.929,-100.5553,722,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Thurston,31173,42.1468,-96.5714,7224,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Valley,31175,41.5667,-98.9817,4158,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Washington,31177,41.5376,-96.2688,20729,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Wayne,31179,42.2225,-97.0955,9385,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Webster,31181,40.1769,-98.4998,3487,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,Wheeler,31183,41.9144,-98.5281,783,Census Bureau - 2019 Estimate
United States,USA,US,Nebraska,York,31185,40.8794,-97.5972,13679,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Carson City,32510,39.1679,-119.7232,55916,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Churchill,32001,39.5395,-118.2919,24909,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Clark,32003,35.933,-115.2601,2266715,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Douglas,32005,38.8267,-119.5856,48905,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Elko,32007,41.0619,-115.5301,52778,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Esmeralda,32009,37.7289,-117.681,873,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Eureka,32011,40.0869,-116.2172,2029,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Humboldt,32013,41.2611,-118.1618,16831,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Lander,32015,40.0429,-117.0563,5532,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Lincoln,32017,37.7609,-114.9727,5183,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Lyon,32019,39.0782,-119.0327,57510,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Mineral,32021,38.4859,-118.3056,4505,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Nye,32023,37.5883,-116.5304,46523,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Pershing,32027,40.481,-118.3302,6725,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Storey,32029,39.4383,-119.5329,4123,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,Washoe,32031,40.5919,-119.6547,471519,Census Bureau - 2019 Estimate
United States,USA,US,Nevada,White Pine,32033,39.4098,-114.9774,9580,Census Bureau - 2019 Estimate
United States,USA,US,New Hampshire,Belknap,33001,43.5256,-71.4326,61303,Census Bureau - 2019 Estimate
United States,USA,US,New Hampshire,Carroll,33003,43.882,-71.277,48910,Census Bureau - 2019 Estimate
United States,USA,US,New Hampshire,Cheshire,33005,42.9472,-72.2973,76085,Census Bureau - 2019 Estimate
United States,USA,US,New Hampshire,Coos,33007,44.6987,-71.3169,31563,Census Bureau - 2019 Estimate
United States,USA,US,New Hampshire,Grafton,33009,43.9691,-71.7378,89886,Census Bureau - 2019 Estimate
United States,USA,US,New Hampshire,Hillsborough,33011,42.953,-71.7203,417025,Census Bureau - 2019 Estimate
United States,USA,US,New Hampshire,Merrimack,33013,43.3128,-71.686,151391,Census Bureau - 2019 Estimate
United States,USA,US,New Hampshire,Rockingham,33015,43.0068,-71.068,309769,Census Bureau - 2019 Estimate
United States,USA,US,New Hampshire,Strafford,33017,43.3285,-71.0587,130633,Census Bureau - 2019 Estimate
United States,USA,US,New Hampshire,Sullivan,33019,43.3649,-72.2372,43146,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Atlantic,34001,39.5098,-74.6941,263670,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Bergen,34003,40.9485,-74.0323,932202,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Burlington,34005,39.8671,-74.6832,445349,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Camden,34007,39.8025,-74.9898,506471,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Cape May,34009,39.1268,-74.8257,92039,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Cumberland,34011,39.3728,-75.124,149527,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Essex,34013,40.7945,-74.2539,798975,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Gloucester,34015,39.6999,-75.1442,291636,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Hudson,34017,40.7337,-74.0641,672391,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Hunterdon,34019,40.5639,-74.9125,124371,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Mercer,34021,40.2809,-74.6827,367430,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Middlesex,34023,40.4306,-74.4006,825062,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Monmouth,34025,40.2791,-74.1884,618795,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Morris,34027,40.8677,-74.5721,491845,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Ocean,34029,39.8409,-74.2864,607186,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Passaic,34031,41.0117,-74.308,501826,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Salem,34033,39.5844,-75.3039,62385,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Somerset,34035,40.5669,-74.6246,328934,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Sussex,34037,41.1285,-74.6997,140488,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Union,34039,40.6656,-74.2739,556341,Census Bureau - 2019 Estimate
United States,USA,US,New Jersey,Warren,34041,40.8438,-74.9606,105267,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Bernalillo,35001,35.0448,-106.677,679121,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Catron,35003,33.9034,-108.3815,3527,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Chaves,35005,33.3103,-104.326,64615,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Cibola,35006,34.9699,-107.7712,26675,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Colfax,35007,36.608,-104.6914,11941,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Curry,35009,34.6369,-103.3746,48954,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,De Baca,35011,34.3886,-104.4205,1748,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Doña Ana,35013,32.4252,-106.8378,218195,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Eddy,35015,32.4808,-104.2872,58460,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Grant,35017,32.5305,-108.2852,26998,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Guadalupe,35019,34.7867,-104.7101,4300,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Harding,35021,35.8052,-103.8729,625,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Hidalgo,35023,32.0624,-108.7865,4198,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Lea,35025,32.7925,-103.4398,71070,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Lincoln,35027,33.7438,-105.472,19572,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Los Alamos,35028,35.8672,-106.324,19369,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Luna,35029,32.1966,-107.7641,23709,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,McKinley,35031,35.4565,-108.1768,71367,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Mora,35033,36.0086,-104.9416,4521,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Otero,35035,32.6969,-105.8645,67490,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Quay,35037,35.1756,-103.5469,8253,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Rio Arriba,35039,36.4672,-106.7823,38921,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Roosevelt,35041,34.0899,-103.4948,18500,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,San Juan,35045,36.5045,-108.3355,123958,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,San Miguel,35047,35.4542,-104.7319,27277,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Sandoval,35043,35.7068,-106.7786,146748,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Santa Fe,35049,35.5163,-105.9833,150358,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Sierra,35051,33.0436,-107.1072,10791,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Socorro,35053,34.0443,-106.8211,16637,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Taos,35055,36.5058,-105.6413,32723,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Torrance,35057,34.6498,-105.878,15461,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Union,35059,36.3704,-103.5249,4059,Census Bureau - 2019 Estimate
United States,USA,US,New Mexico,Valencia,35061,34.697,-106.835,76688,Census Bureau - 2019 Estimate
United States,USA,US,New York,Albany,36001,42.6169,-73.977,305506,Census Bureau - 2019 Estimate
United States,USA,US,New York,Allegany,36003,42.2585,-78.0236,46091,Census Bureau - 2019 Estimate
United States,USA,US,New York,Broome,36007,42.2087,-75.8619,190488,Census Bureau - 2019 Estimate
United States,USA,US,New York,Cattaraugus,36009,42.2766,-78.6848,76117,Census Bureau - 2019 Estimate
United States,USA,US,New York,Cayuga,36011,43.0195,-76.6022,76576,Census Bureau - 2019 Estimate
United States,USA,US,New York,Chautauqua,36013,42.2858,-79.3876,126903,Census Bureau - 2019 Estimate
United States,USA,US,New York,Chemung,36015,42.1465,-76.7623,83456,Census Bureau - 2019 Estimate
United States,USA,US,New York,Chenango,36017,42.4711,-75.6351,47207,Census Bureau - 2019 Estimate
United States,USA,US,New York,Clinton,36019,44.7224,-73.6768,80485,Census Bureau - 2019 Estimate
United States,USA,US,New York,Columbia,36021,42.2448,-73.6407,59461,Census Bureau - 2019 Estimate
United States,USA,US,New York,Cortland,36023,42.6006,-76.0718,47581,Census Bureau - 2019 Estimate
United States,USA,US,New York,Delaware,36025,42.1831,-74.9537,44135,Census Bureau - 2019 Estimate
United States,USA,US,New York,Dutchess,36027,41.7622,-73.728,294218,Census Bureau - 2019 Estimate
United States,USA,US,New York,Erie,36029,42.7691,-78.6668,918702,Census Bureau - 2019 Estimate
United States,USA,US,New York,Essex,36031,44.1475,-73.7487,36885,Census Bureau - 2019 Estimate
United States,USA,US,New York,Franklin,36033,44.5612,-74.2572,50022,Census Bureau - 2019 Estimate
United States,USA,US,New York,Fulton,36035,43.1354,-74.427,53383,Census Bureau - 2019 Estimate
United States,USA,US,New York,Genesee,36037,43.0001,-78.1865,57280,Census Bureau - 2019 Estimate
United States,USA,US,New York,Greene,36039,42.2823,-74.1308,47188,Census Bureau - 2019 Estimate
United States,USA,US,New York,Hamilton,36041,43.6856,-74.505,4416,Census Bureau - 2019 Estimate
United States,USA,US,New York,Herkimer,36043,43.4652,-74.9411,61319,Census Bureau - 2019 Estimate
United States,USA,US,New York,Jefferson,36045,44.0407,-75.8085,109834,Census Bureau - 2019 Estimate
United States,USA,US,New York,Lewis,36049,43.8336,-75.4915,26296,Census Bureau - 2019 Estimate
United States,USA,US,New York,Livingston,36051,42.7304,-77.7813,62914,Census Bureau - 2019 Estimate
United States,USA,US,New York,Madison,36053,42.9545,-75.7265,70941,Census Bureau - 2019 Estimate
United States,USA,US,New York,Monroe,36055,43.1531,-77.6857,741770,Census Bureau - 2019 Estimate
